train_loss,train_score,val_loss,val_score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.7425092027397917,0.33260154724121094,0.6397850617529854,0.3420138359069824,341.76505613327026,False,,,1,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_13-55-07,1675432507,341.76505613327026,79096,5fc79c42c9a4,172.28.0.12,341.76505613327026,0,1,0.00411224365234375
0.5977695265047231,0.35371387004852295,0.5555110190595899,0.36382004618644714,338.20953845977783,False,,,2,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_14-00-46,1675432846,679.9745945930481,79096,5fc79c42c9a4,172.28.0.12,679.9745945930481,0,2,0.00411224365234375
0.5040920695178529,0.3758188486099243,0.4888981282711029,0.37866902351379395,337.0355324745178,False,,,3,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_14-06-23,1675433183,1017.0101270675659,79096,5fc79c42c9a4,172.28.0.12,1017.0101270675659,0,3,0.00411224365234375
0.4285587342376383,0.39490875601768494,0.4062749383941529,0.3858867883682251,338.4836757183075,False,,,4,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_14-12-01,1675433521,1355.4938027858734,79096,5fc79c42c9a4,172.28.0.12,1355.4938027858734,0,4,0.00411224365234375
0.35375764295246526,0.40289053320884705,0.3185046319923704,0.41543591022491455,337.8123290538788,False,,,5,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_14-17-39,1675433859,1693.3061318397522,79096,5fc79c42c9a4,172.28.0.12,1693.3061318397522,0,5,0.00411224365234375
0.2877974692318175,0.4268874526023865,0.2570093811031372,0.44312700629234314,338.65824007987976,False,,,6,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_14-23-18,1675434198,2031.964371919632,79096,5fc79c42c9a4,172.28.0.12,2031.964371919632,0,6,0.00411224365234375
0.23888228629898822,0.47709012031555176,0.23415776212064046,0.5070549249649048,341.3633406162262,False,,,7,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_14-28-59,1675434539,2373.327712535858,79096,5fc79c42c9a4,172.28.0.12,2373.327712535858,0,7,0.00411224365234375
0.20234192088458614,0.5222014784812927,0.2106623240406551,0.4956900179386139,343.34902143478394,False,,,8,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_14-34-42,1675434882,2716.676733970642,79096,5fc79c42c9a4,172.28.0.12,2716.676733970642,0,8,0.00411224365234375
0.177829831668794,0.5567111968994141,0.21866883290192438,0.5387734770774841,340.0956449508667,False,,,9,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_14-40-22,1675435222,3056.772378921509,79096,5fc79c42c9a4,172.28.0.12,3056.772378921509,0,9,0.00411224365234375
0.16040158280280242,0.5808584690093994,0.16865198893679512,0.5945219397544861,339.044335603714,False,,,10,8ed32_00000,c8d43b0a961b45f5bd18919d5b4cd70d,2023-02-03_14-46-01,1675435561,3395.816714525223,79096,5fc79c42c9a4,172.28.0.12,3395.816714525223,0,10,0.00411224365234375
