train_loss,train_score,val_loss,val_score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.6794010785400358,0.3374478816986084,0.6048539309274583,0.31796860694885254,733.6455976963043,False,,,1,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_01-46-54,1675385214,733.6455976963043,3021713,lurcanio,155.185.48.166,733.6455976963043,0,1,0.0038797855377197266
0.4256995295697128,0.36277496814727783,0.4355534116427104,0.38720181584358215,606.907796382904,False,,,2,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_01-57-01,1675385821,1340.5533940792084,3021713,lurcanio,155.185.48.166,1340.5533940792084,0,2,0.0038797855377197266
0.2710132021085489,0.46342167258262634,0.2661620534601666,0.4995880126953125,604.4769904613495,False,,,3,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_02-07-05,1675386425,1945.0303845405579,3021713,lurcanio,155.185.48.166,1945.0303845405579,0,3,0.0038797855377197266
0.20287883260481038,0.5384494066238403,0.17921149896250832,0.5832813382148743,602.6026263237,False,,,4,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_02-17-08,1675387028,2547.633010864258,3021713,lurcanio,155.185.48.166,2547.633010864258,0,4,0.0038797855377197266
0.1591752903838443,0.5859308242797852,0.16399737412021273,0.5918135046958923,602.9309260845184,False,,,5,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_02-27-11,1675387631,3150.5639369487762,3021713,lurcanio,155.185.48.166,3150.5639369487762,0,5,0.0038797855377197266
0.1343980468703471,0.615707278251648,0.15561431882873414,0.6286947727203369,598.8715243339539,False,,,6,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_02-37-10,1675388230,3749.43546128273,3021713,lurcanio,155.185.48.166,3749.43546128273,0,6,0.0038797855377197266
0.12238074357268477,0.633579671382904,0.11827787792398817,0.6477435827255249,601.7108192443848,False,,,7,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_02-47-11,1675388831,4351.146280527115,3021713,lurcanio,155.185.48.166,4351.146280527115,0,7,0.0038797855377197266
0.11361150077392912,0.6455605030059814,0.5814288586141572,0.6164249181747437,601.9884440898895,False,,,8,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_02-57-13,1675389433,4953.134724617004,3021713,lurcanio,155.185.48.166,4953.134724617004,0,8,0.0038797855377197266
0.10187231315209655,0.6593763828277588,0.1198408008804397,0.6665775179862976,617.5114476680756,False,,,9,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_03-07-31,1675390051,5570.64617228508,3021713,lurcanio,155.185.48.166,5570.64617228508,0,9,0.0038797855377197266
0.09136652329835797,0.6735649108886719,0.10936247173046308,0.6801480650901794,600.364687204361,False,,,10,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_03-17-31,1675390651,6171.010859489441,3021713,lurcanio,155.185.48.166,6171.010859489441,0,10,0.0038797855377197266
0.08807334578741989,0.6769323348999023,0.10720947402573767,0.685032308101654,606.9113578796387,False,,,11,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_03-27-38,1675391258,6777.92221736908,3021713,lurcanio,155.185.48.166,6777.92221736908,0,11,0.0038797855377197266
0.07741661666974722,0.690089762210846,0.10077178419109374,0.6964050531387329,612.1538825035095,False,,,12,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_03-37-50,1675391870,7390.076099872589,3021713,lurcanio,155.185.48.166,7390.076099872589,0,12,0.0038797855377197266
0.07389594763092845,0.6957393288612366,0.13725545996474842,0.6746361255645752,607.1686069965363,False,,,13,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_03-47-58,1675392478,7997.244706869125,3021713,lurcanio,155.185.48.166,7997.244706869125,0,13,0.0038797855377197266
0.07057845946985093,0.6986895799636841,0.09965564813169223,0.6983726024627686,615.3675179481506,False,,,14,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_03-58-13,1675393093,8612.612224817276,3021713,lurcanio,155.185.48.166,8612.612224817276,0,14,0.0038797855377197266
0.06421781345098107,0.7056573033332825,0.12527094408869743,0.6725430488586426,613.0366163253784,False,,,15,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_04-08-26,1675393706,9225.648841142654,3021713,lurcanio,155.185.48.166,9225.648841142654,0,15,0.0038797855377197266
0.06014108935376348,0.7108490467071533,0.11496964014238781,0.6891077756881714,616.5824024677277,False,,,16,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_04-18-43,1675394323,9842.231243610382,3021713,lurcanio,155.185.48.166,9842.231243610382,0,16,0.0038797855377197266
0.05731558755167529,0.7142925262451172,0.10698740364658454,0.708787202835083,605.2287237644196,False,,,17,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_04-28-48,1675394928,10447.459967374802,3021713,lurcanio,155.185.48.166,10447.459967374802,0,17,0.0038797855377197266
0.04913067073691265,0.725752592086792,0.11469309410405537,0.6921004056930542,599.0906071662903,False,,,18,83c54_00000,6ff58be2bb86429fa4b893adfe7965ab,2023-02-03_04-38-47,1675395527,11046.550574541092,3021713,lurcanio,155.185.48.166,11046.550574541092,0,18,0.0038797855377197266
